,MODULE_NAME,user_id,question_id,LOD,a.ae_qset_id,seq_no,time_taken,attempted,correct,MARK_OPT
109,Percentages,3188364,94125,29.1,1208007,1,376,Y,N,a
110,Percentages,3188364,94132,39.1,1208007,2,374,Y,Y,a
111,Percentages,3188364,102070,39.4,1208007,3,273,Y,Y,b
112,Percentages,3188364,102096,29.3,1208007,4,144,Y,N,e
113,Percentages,3188364,127247,49.5,1208007,5,25,Y,N,e
114,Percentages,3188364,134044,39.4,1208007,6,8,Y,N,c
115,Percentages,3188364,246160,29.4,1208007,7,0,Y,N,c
116,Percentages,3439593,134351,9.1,1207992,2,79,Y,Y,a
117,Percentages,3439593,150196,19.1,1207992,3,125,Y,Y,a
118,Percentages,3439593,151536,19.1,1207992,4,93,Y,Y,c
119,Percentages,3439593,171290,19.4,1207992,5,274,Y,Y,b
120,Percentages,3439593,246127,19.3,1207992,6,188,Y,Y,b
121,Percentages,3439593,246162,9.2,1207992,7,159,Y,Y,d
122,Percentages,3439593,88305,19.3,1207992,1,263,Y,Y,c
123,Percentages,2910960,115883,19.1,1207995,1,55,Y,Y,c
124,Percentages,2910960,159220,19.1,1207995,2,19,Y,N,c
125,Percentages,2910960,243596,9.2,1207995,3,43,Y,Y,b
126,Percentages,2910960,246076,19.3,1207995,4,38,Y,Y,b
127,Percentages,2910960,246707,9.1,1207995,5,29,Y,Y,d
128,Percentages,2910960,248140,9.4,1207995,6,122,Y,N,a
129,Percentages,2910960,249303,9.3,1207995,7,185,Y,Y,c
130,Percentages,3260534,94124,19.2,1207993,1,105,Y,Y,a
131,Percentages,3260534,94130,19.1,1207993,2,61,Y,Y,a
132,Percentages,3260534,121663,9.1,1207993,3,65,Y,Y,c
133,Percentages,3260534,127316,19.3,1207993,4,63,Y,Y,b
134,Percentages,3260534,134368,19.2,1207993,5,115,Y,Y,d
135,Percentages,3260534,159217,19.0,1207993,6,55,Y,Y,a
136,Percentages,3260534,246082,9.1,1207993,7,57,Y,Y,c
137,Percentages,1322307,134349,9.3,1207989,1,0,Y,N,NA
138,Percentages,1322307,134366,9.3,1207989,2,0,Y,N,NA
139,Percentages,1322307,226897,19.2,1207989,3,0,Y,N,NA
140,Percentages,1322307,246071,9.1,1207989,4,0,Y,N,NA
141,Percentages,1322307,246128,19.2,1207989,5,0,Y,N,NA
142,Percentages,1322307,246166,19.1,1207989,6,0,Y,N,NA
143,Percentages,1322307,246788,19.1,1207989,7,0,Y,N,NA
144,Percentages,1322307,94124,19.2,1207993,1,0,Y,N,NA
145,Percentages,1322307,94130,19.1,1207993,2,0,Y,N,NA
146,Percentages,1322307,121663,9.1,1207993,3,0,Y,N,NA
147,Percentages,1322307,127316,19.3,1207993,4,0,Y,N,NA
148,Percentages,1322307,134368,19.2,1207993,5,0,Y,N,NA
149,Percentages,1322307,159217,19.0,1207993,6,0,Y,N,NA
150,Percentages,1322307,246082,9.1,1207993,7,0,Y,N,NA
151,Percentages,3439593,134362,19.1,1207997,1,159,Y,N,d
152,Percentages,3439593,159214,19.1,1207997,2,103,Y,Y,a
153,Percentages,3439593,177826,9.3,1207997,3,91,Y,Y,c
154,Percentages,3001603,111562,9.1,1208001,1,29,Y,Y,a
155,Percentages,3001603,127220,19.3,1208001,2,45,Y,Y,e
156,Percentages,3001603,134355,9.2,1208001,3,7,Y,Y,a
157,Percentages,3001603,150939,19.2,1208001,4,69,Y,Y,c
158,Percentages,3001603,159216,19.0,1208001,5,17,Y,Y,b
159,Percentages,3001603,159224,19.1,1208001,6,48,Y,Y,a
160,Percentages,3001603,171291,9.3,1208001,7,82,Y,Y,d
161,Percentages,3353444,115881,19.1,1207994,1,92,Y,Y,a
162,Percentages,2851552,115883,19.1,1207995,1,63,Y,Y,c
163,Percentages,2851552,159220,19.1,1207995,2,25,Y,Y,b
164,Percentages,2851552,243596,9.2,1207995,3,51,Y,Y,b
165,Percentages,2851552,246076,19.3,1207995,4,46,Y,Y,b
166,Percentages,2851552,246707,9.1,1207995,5,44,Y,Y,d
167,Percentages,2851552,248140,9.4,1207995,6,54,Y,Y,b
168,Percentages,2851552,249303,9.3,1207995,7,142,Y,Y,c
169,Percentages,3315695,115881,19.1,1207994,1,157,Y,Y,a
170,Percentages,3315695,127327,1.0,1207994,2,58,Y,Y,b
171,Percentages,3315695,150218,9.1,1207994,3,38,Y,Y,d
172,Percentages,3315695,224757,9.1,1207994,4,109,Y,Y,d
173,Percentages,3315695,245146,19.2,1207994,5,187,Y,N,x
174,Percentages,3315695,246122,19.2,1207994,6,172,Y,Y,b
175,Percentages,3315695,246210,9.1,1207994,7,95,Y,Y,c
176,Percentages,3426986,94133,49.3,1208006,1,147,Y,Y,d
177,Percentages,3426986,111563,29.5,1208006,2,65,Y,Y,c
178,Percentages,3426986,115882,29.1,1208006,3,24,Y,Y,b
179,Percentages,3426986,153969,1.0,1208006,4,195,Y,Y,a
180,Percentages,3426986,245570,29.4,1208006,5,42,Y,Y,b
181,Percentages,3426986,246073,39.5,1208006,6,58,Y,Y,b
182,Percentages,3426986,246079,29.3,1208006,7,205,Y,Y,b
183,Percentages,2858191,127236,19.3,1207996,1,62,Y,Y,a
184,Percentages,2858191,134363,19.0,1207996,2,20,Y,Y,a
185,Percentages,2858191,153964,19.1,1207996,3,58,Y,Y,c
186,Percentages,2858191,159219,19.2,1207996,4,124,Y,Y,c
187,Percentages,2858191,224752,9.1,1207996,5,65,Y,Y,d
188,Percentages,2858191,227532,19.3,1207996,6,48,Y,Y,c
189,Percentages,2858191,246189,19.1,1207996,7,38,Y,Y,d
190,Percentages,2954322,115881,19.1,1207994,1,187,Y,N,b
191,Percentages,2954322,127327,1.0,1207994,2,60,Y,Y,b
192,Percentages,2954322,150218,9.1,1207994,3,39,Y,N,a
193,Percentages,2954322,224757,9.1,1207994,4,34,Y,Y,d
194,Percentages,2954322,245146,19.2,1207994,5,88,Y,N,x
195,Percentages,2954322,246122,19.2,1207994,6,9,Y,Y,b
196,Percentages,2954322,246210,9.1,1207994,7,75,Y,N,x
197,Percentages,3439593,245584,19.3,1207997,4,92,Y,Y,d
198,Percentages,3439593,246080,19.3,1207997,5,42,Y,Y,a
199,Percentages,3439593,246196,19.1,1207997,6,236,Y,Y,b
200,Percentages,3439593,250004,9.3,1207997,7,21,Y,N,c
201,Percentages,2685823,88304,1.0,1208011,1,152,Y,N,a
202,Percentages,2685823,121657,29.3,1208011,2,168,Y,Y,e
203,Percentages,2685823,134352,39.2,1208011,3,130,Y,Y,b
204,Percentages,2685823,134365,39.5,1208011,4,138,Y,Y,b
205,Percentages,2685823,245500,29.4,1208011,5,23,Y,N,b
206,Percentages,2685823,246077,29.3,1208011,6,41,Y,Y,d
207,Percentages,2685823,246121,39.5,1208011,7,52,Y,Y,c
208,Percentages,2953493,94133,49.3,1208006,1,33,Y,N,c
209,Percentages,2953493,111563,29.5,1208006,2,157,Y,N,d
210,Percentages,2953493,115882,29.1,1208006,3,117,Y,Y,b
211,Percentages,2953493,153969,1.0,1208006,4,268,Y,Y,a
212,Percentages,2953493,245570,29.4,1208006,5,114,Y,Y,b
213,Percentages,2953493,246073,39.5,1208006,6,30,Y,Y,b
214,Percentages,2953493,246079,29.3,1208006,7,68,Y,N,d
215,Percentages,3280232,245146,19.2,1207994,5,2,Y,Y,b
216,Percentages,3280232,246122,19.2,1207994,6,3,Y,Y,b
217,Percentages,3280232,246210,9.1,1207994,7,51,Y,Y,c
218,Percentages,3042130,134366,9.3,1207989,2,47,Y,Y,c
219,Percentages,3042130,246071,9.1,1207989,4,69,Y,Y,a
220,Percentages,3042130,246128,19.2,1207989,5,90,Y,Y,c
221,Percentages,3042130,246788,19.1,1207989,7,101,Y,Y,c
222,Percentages,2513357,102082,71.7,1208013,1,4,Y,N,d
223,Percentages,2513357,121660,51.5,1208013,2,2,Y,Y,a
224,Percentages,2513357,127092,61.6,1208013,3,14,Y,Y,b
225,Percentages,2513357,127149,71.6,1208013,4,3,Y,Y,d
226,Percentages,2513357,127366,71.6,1208013,5,179,Y,N,c
227,Percentages,2513357,150198,51.4,1208013,6,123,Y,Y,a
228,Percentages,2513357,222729,61.5,1208013,7,278,Y,N,d
229,Percentages,2899591,134349,9.3,1207989,1,101,Y,Y,c
230,Percentages,2899591,134366,9.3,1207989,2,213,Y,Y,c
231,Percentages,2899591,226897,19.2,1207989,3,83,Y,Y,d
232,Percentages,2899591,246071,9.1,1207989,4,35,Y,Y,a
233,Percentages,2899591,246128,19.2,1207989,5,326,Y,Y,c
234,Percentages,2899591,246166,19.1,1207989,6,112,Y,Y,d
235,Percentages,2899591,246788,19.1,1207989,7,189,Y,Y,c
236,Percentages,3251717,134357,19.2,1207991,1,232,Y,Y,d
237,Percentages,3251717,134360,19.2,1207991,2,47,Y,Y,a
238,Percentages,3251717,134361,19.1,1207991,3,41,Y,Y,c
239,Percentages,3251717,150940,19.2,1207991,4,52,Y,Y,d
240,Percentages,3251717,159225,19.1,1207991,5,78,Y,Y,c
241,Percentages,3251717,187873,9.3,1207991,6,97,Y,Y,a
242,Percentages,3251717,246074,19.2,1207991,7,282,Y,Y,c
243,Percentages,3311494,94127,19.1,1208003,1,138,Y,Y,b
244,Percentages,3311494,111587,19.0,1208003,2,82,Y,Y,d
245,Percentages,3311494,134375,19.2,1208003,3,84,Y,N,x
246,Percentages,3311494,153983,19.4,1208003,4,24,Y,N,x
247,Percentages,3311494,187875,9.3,1208003,5,63,Y,N,c
248,Percentages,3311494,243594,19.1,1208003,6,49,Y,Y,c
249,Percentages,3311494,245141,9.1,1208003,7,62,Y,Y,d
250,Percentages,2838470,94129,19.1,1208004,1,142,Y,Y,c
251,Percentages,2703899,94124,19.2,1207993,1,106,Y,Y,a
252,Percentages,2703899,94130,19.1,1207993,2,33,Y,Y,a
253,Percentages,2703899,121663,9.1,1207993,3,40,Y,Y,c
254,Percentages,2703899,127316,19.3,1207993,4,56,Y,Y,b
255,Percentages,2703899,134368,19.2,1207993,5,138,Y,Y,d
256,Percentages,2703899,159217,19.0,1207993,6,65,Y,Y,a
257,Percentages,2703899,246082,9.1,1207993,7,8,Y,N,d
258,Percentages,3042130,134349,9.3,1207989,1,146,Y,N,b
259,Percentages,3042130,226897,19.2,1207989,3,123,Y,N,b
260,Percentages,3042130,246166,19.1,1207989,6,107,Y,N,b
261,Percentages,2838470,121659,9.4,1208004,2,65,Y,Y,e
262,Percentages,2838470,159223,19.1,1208004,3,102,Y,Y,a
263,Percentages,2838470,245561,9.2,1208004,4,98,Y,Y,d
264,Percentages,2838470,246123,19.3,1208004,5,221,Y,N,c
265,Percentages,2838470,246124,19.1,1208004,6,129,Y,Y,b
266,Percentages,2838470,246718,9.2,1208004,7,36,Y,Y,a
267,Percentages,3260534,134362,19.1,1207997,1,9,Y,Y,c
268,Percentages,3260534,159214,19.1,1207997,2,113,Y,Y,a
269,Percentages,3260534,177826,9.3,1207997,3,72,Y,N,b
270,Percentages,3260534,245584,19.3,1207997,4,45,Y,Y,d
271,Percentages,3260534,246080,19.3,1207997,5,17,Y,N,c
272,Percentages,3260534,246196,19.1,1207997,6,155,Y,Y,b
273,Percentages,3260534,250004,9.3,1207997,7,56,Y,Y,d
274,Percentages,2500766,102086,49.6,1208008,1,103,Y,N,d
275,Percentages,2500766,102100,49.5,1208008,2,89,Y,N,c
276,Percentages,2500766,127125,39.5,1208008,3,265,Y,N,b
277,Percentages,2500766,127223,49.4,1208008,4,125,Y,Y,a
278,Percentages,2500766,134370,29.5,1208008,5,307,Y,Y,c
279,Percentages,2500766,159221,39.2,1208008,6,121,Y,Y,c
280,Percentages,2500766,246078,29.2,1208008,7,90,Y,Y,d
281,Percentages,2900427,111562,9.1,1208001,1,30,Y,Y,a
282,Percentages,2900427,127220,19.3,1208001,2,47,Y,Y,e
283,Percentages,2900427,134355,9.2,1208001,3,12,Y,Y,a
284,Percentages,2900427,150939,19.2,1208001,4,24,Y,Y,c
285,Percentages,2900427,159216,19.0,1208001,5,19,Y,Y,b
286,Percentages,2900427,159224,19.1,1208001,6,47,Y,Y,a
287,Percentages,2900427,171291,9.3,1208001,7,196,Y,Y,d
288,Percentages,3340818,115881,19.1,1207994,1,259,Y,Y,a
289,Percentages,3340818,127327,1.0,1207994,2,98,Y,N,d
290,Percentages,3340818,150218,9.1,1207994,3,65,Y,Y,d
291,Percentages,3340818,224757,9.1,1207994,4,84,Y,N,x
292,Percentages,3340818,245146,19.2,1207994,5,4,Y,N,x
293,Percentages,3340818,246122,19.2,1207994,6,5,Y,N,x
294,Percentages,3340818,246210,9.1,1207994,7,9,Y,N,x
295,Percentages,2703899,111563,29.5,1208006,2,167,Y,Y,c
296,Percentages,2703899,115882,29.1,1208006,3,32,Y,Y,b
297,Percentages,2703899,153969,1.0,1208006,4,96,Y,Y,a
298,Percentages,2703899,245570,29.4,1208006,5,71,Y,Y,b
299,Percentages,2703899,246073,39.5,1208006,6,20,Y,Y,b
300,Percentages,2703899,246079,29.3,1208006,7,126,Y,N,a
301,Percentages,2703899,94133,49.3,1208006,1,66,Y,Y,d
302,Percentages,3426986,94128,29.1,1208009,1,6,Y,Y,d
303,Percentages,3426986,94134,39.4,1208009,2,5,Y,Y,a
304,Percentages,3426986,102083,29.4,1208009,3,5,Y,Y,c
305,Percentages,3426986,134353,29.3,1208009,4,4,Y,Y,b
306,Percentages,3426986,134356,29.5,1208009,5,2,Y,N,x
307,Percentages,3426986,151541,29.4,1208009,6,6,Y,Y,a
308,Percentages,3426986,151547,39.4,1208009,7,4,Y,Y,b
309,Percentages,3249794,150197,19.1,1207990,1,43,Y,Y,c
310,Percentages,3249794,150220,9.1,1207990,2,100,Y,Y,c
311,Percentages,2513357,88287,91.8,1208015,1,7,Y,N,a
312,Percentages,2513357,102084,79.8,1208015,2,5,Y,N,d
313,Percentages,2513357,121658,91.7,1208015,3,3,Y,N,a
314,Percentages,2513357,127361,91.8,1208015,4,181,Y,Y,d
315,Percentages,2513357,127362,81.6,1208015,5,233,Y,Y,c
316,Percentages,2513357,134086,91.7,1208015,6,308,Y,N,b
317,Percentages,2513357,246217,81.7,1208015,7,86,Y,N,c
318,Percentages,3249794,150917,9.1,1207990,3,69,Y,Y,b
319,Percentages,3249794,159215,19.1,1207990,4,90,Y,Y,d
320,Percentages,3249794,187876,19.1,1207990,5,133,Y,Y,a
321,Percentages,3249794,246114,19.3,1207990,6,123,Y,Y,c
322,Percentages,3249794,263000,19.3,1207990,7,57,Y,Y,c
323,Percentages,3302108,134349,9.3,1207989,1,127,Y,Y,c
324,Percentages,3302108,134366,9.3,1207989,2,93,Y,Y,c
325,Percentages,3302108,226897,19.2,1207989,3,168,Y,N,c
326,Percentages,3302108,246071,9.1,1207989,4,114,Y,N,b
327,Percentages,3302108,246128,19.2,1207989,5,144,Y,Y,c
328,Percentages,3302108,246166,19.1,1207989,6,157,Y,Y,d
329,Percentages,3302108,246788,19.1,1207989,7,75,Y,Y,c
330,Percentages,2732688,88305,19.3,1207992,1,81,Y,Y,c
331,Percentages,2732688,134351,9.1,1207992,2,62,Y,Y,a
332,Percentages,2732688,150196,19.1,1207992,3,31,Y,Y,a
333,Percentages,2732688,151536,19.1,1207992,4,27,Y,Y,c
334,Percentages,2732688,171290,19.4,1207992,5,64,Y,Y,b
335,Percentages,2732688,246127,19.3,1207992,6,78,Y,Y,b
336,Percentages,2732688,246162,9.2,1207992,7,78,Y,Y,d
337,Percentages,3361694,102082,71.7,1208013,1,75,Y,N,x
338,Percentages,3361694,121660,51.5,1208013,2,64,Y,Y,a
339,Percentages,3361694,127092,61.6,1208013,3,191,Y,N,a
340,Percentages,3361694,127149,71.6,1208013,4,126,Y,N,x
341,Percentages,3361694,127366,71.6,1208013,5,143,Y,N,x
342,Percentages,1940255,134376,9.1,1207999,1,30,Y,Y,a
343,Percentages,1940255,245432,9.2,1207999,2,23,Y,Y,a
344,Percentages,1940255,246075,19.1,1207999,3,57,Y,Y,a
345,Percentages,1940255,246120,19.3,1207999,4,151,Y,Y,c
346,Percentages,1940255,246190,9.3,1207999,5,179,Y,Y,c
347,Percentages,1940255,246213,9.2,1207999,6,302,Y,Y,c
348,Percentages,1940255,253331,19.1,1207999,7,113,Y,Y,d
349,Percentages,2989771,94128,29.1,1208009,1,89,Y,Y,d
350,Percentages,2989771,94134,39.4,1208009,2,273,Y,Y,a
351,Percentages,2989771,102083,29.4,1208009,3,376,Y,N,b
352,Percentages,2989771,134353,29.3,1208009,4,200,Y,N,a
353,Percentages,2989771,134356,29.5,1208009,5,22,Y,Y,b
354,Percentages,2989771,151541,29.4,1208009,6,240,Y,Y,a
355,Percentages,2989771,151547,39.4,1208009,7,0,Y,N,x
356,Percentages,3361694,150198,51.4,1208013,6,101,Y,Y,a
357,Percentages,3361694,222729,61.5,1208013,7,461,Y,Y,b
358,Percentages,1797980,253331,19.1,1207999,7,157,Y,Y,d
359,Percentages,2703899,88304,1.0,1208011,1,129,Y,Y,d
360,Percentages,2703899,121657,29.3,1208011,2,97,Y,Y,e
361,Percentages,2703899,134352,39.2,1208011,3,86,Y,Y,b
362,Percentages,2703899,134365,39.5,1208011,4,296,Y,Y,b
363,Percentages,2703899,245500,29.4,1208011,5,177,Y,Y,a
364,Percentages,2703899,246077,29.3,1208011,6,80,Y,Y,d
365,Percentages,2703899,246121,39.5,1208011,7,106,Y,N,d
366,Percentages,3415657,115881,19.1,1207994,1,58,Y,Y,a
367,Percentages,3415657,127327,1.0,1207994,2,63,Y,Y,b
368,Percentages,3415657,150218,9.1,1207994,3,65,Y,Y,d
369,Percentages,3415657,224757,9.1,1207994,4,116,Y,Y,d
370,Percentages,3415657,245146,19.2,1207994,5,68,Y,Y,b
371,Percentages,3415657,246122,19.2,1207994,6,123,Y,N,d
372,Percentages,3415657,246210,9.1,1207994,7,54,Y,Y,c
373,Percentages,1814232,134376,9.1,1207999,1,28,Y,Y,a
374,Percentages,1814232,245432,9.2,1207999,2,87,Y,Y,a
375,Percentages,1814232,246075,19.1,1207999,3,51,Y,N,b
376,Percentages,1814232,246120,19.3,1207999,4,215,Y,Y,c
377,Percentages,2645933,134376,9.1,1207999,1,54,Y,Y,a
378,Percentages,2645933,245432,9.2,1207999,2,102,Y,Y,a
379,Percentages,2645933,246075,19.1,1207999,3,12,Y,Y,a
380,Percentages,2645933,246120,19.3,1207999,4,285,Y,Y,c
381,Percentages,2645933,246190,9.3,1207999,5,50,Y,Y,c
382,Percentages,2645933,246213,9.2,1207999,6,13,Y,Y,c
383,Percentages,2645933,253331,19.1,1207999,7,100,Y,Y,d
384,Percentages,3376417,134362,19.1,1207997,1,26,Y,Y,c
385,Percentages,3376417,159214,19.1,1207997,2,105,Y,Y,a
386,Percentages,3376417,177826,9.3,1207997,3,89,Y,Y,c
387,Percentages,3376417,245584,19.3,1207997,4,186,Y,Y,d
388,Percentages,3376417,246080,19.3,1207997,5,65,Y,Y,a
389,Percentages,3376417,246196,19.1,1207997,6,71,Y,Y,b
390,Percentages,3376417,250004,9.3,1207997,7,52,Y,Y,d
391,Percentages,2489259,111562,9.1,1208001,1,50,Y,Y,a
392,Percentages,2489259,127220,19.3,1208001,2,46,Y,Y,e
393,Percentages,2489259,134355,9.2,1208001,3,21,Y,Y,a
394,Percentages,2489259,150939,19.2,1208001,4,14,Y,Y,c
395,Percentages,2489259,159216,19.0,1208001,5,26,Y,Y,b
396,Percentages,2489259,159224,19.1,1208001,6,75,Y,Y,a
397,Percentages,2489259,171291,9.3,1208001,7,119,Y,Y,d
398,Percentages,2989722,88286,91.7,1208014,1,79,Y,N,a
399,Percentages,2989722,88292,91.7,1208014,2,75,Y,Y,b
400,Percentages,2989722,88293,91.8,1208014,3,5,Y,N,c
401,Percentages,2989722,127335,81.6,1208014,4,100,Y,N,d
402,Percentages,2989722,134350,91.6,1208014,5,167,Y,N,b
403,Percentages,2989722,222308,81.6,1208014,6,8,Y,N,c
404,Percentages,2989722,222709,91.7,1208014,7,6,Y,Y,d
405,Percentages,3353444,127327,1.0,1207994,2,96,Y,N,c
406,Percentages,3353444,150218,9.1,1207994,3,45,Y,Y,d
407,Percentages,3353444,224757,9.1,1207994,4,86,Y,Y,d
408,Percentages,3353444,245146,19.2,1207994,5,86,Y,Y,b
409,Percentages,3353444,246122,19.2,1207994,6,366,Y,Y,b
