,MODULE_NAME,user_id,question_id,LOD,a.ae_qset_id,seq_no,time_taken,attempted,correct,MARK_OPT
207,Percentages,2685823,246121,39.5,1208011,7,52,1,1,c
208,Percentages,2953493,94133,49.3,1208006,1,33,1,0,c
209,Percentages,2953493,111563,29.5,1208006,2,157,1,0,d
210,Percentages,2953493,115882,29.1,1208006,3,117,1,1,b
211,Percentages,2953493,153969,1.0,1208006,4,268,1,1,a
212,Percentages,2953493,245570,29.4,1208006,5,114,1,1,b
213,Percentages,2953493,246073,39.5,1208006,6,30,1,1,b
214,Percentages,2953493,246079,29.3,1208006,7,68,1,0,d
229,Percentages,2899591,134349,9.3,1207989,1,101,1,1,c
230,Percentages,2899591,134366,9.3,1207989,2,213,1,1,c
231,Percentages,2899591,226897,19.2,1207989,3,83,1,1,d
232,Percentages,2899591,246071,9.1,1207989,4,35,1,1,a
233,Percentages,2899591,246128,19.2,1207989,5,326,1,1,c
234,Percentages,2899591,246166,19.1,1207989,6,112,1,1,d
235,Percentages,2899591,246788,19.1,1207989,7,189,1,1,c
236,Percentages,3251717,134357,19.2,1207991,1,232,1,1,d
237,Percentages,3251717,134360,19.2,1207991,2,47,1,1,a
238,Percentages,3251717,134361,19.1,1207991,3,41,1,1,c
239,Percentages,3251717,150940,19.2,1207991,4,52,1,1,d
240,Percentages,3251717,159225,19.1,1207991,5,78,1,1,c
241,Percentages,3251717,187873,9.3,1207991,6,97,1,1,a
242,Percentages,3251717,246074,19.2,1207991,7,282,1,1,c
268,Percentages,3260534,159214,19.1,1207997,2,113,1,1,a
269,Percentages,3260534,177826,9.3,1207997,3,72,1,0,b
270,Percentages,3260534,245584,19.3,1207997,4,45,1,1,d
271,Percentages,3260534,246080,19.3,1207997,5,17,1,0,c
272,Percentages,3260534,246196,19.1,1207997,6,155,1,1,b
273,Percentages,3260534,250004,9.3,1207997,7,56,1,1,d
323,Percentages,3302108,134349,9.3,1207989,1,127,1,1,c
324,Percentages,3302108,134366,9.3,1207989,2,93,1,1,c
325,Percentages,3302108,226897,19.2,1207989,3,168,1,0,c
326,Percentages,3302108,246071,9.1,1207989,4,114,1,0,b
327,Percentages,3302108,246128,19.2,1207989,5,144,1,1,c
328,Percentages,3302108,246166,19.1,1207989,6,157,1,1,d
329,Percentages,3302108,246788,19.1,1207989,7,75,1,1,c
342,Percentages,1940255,134376,9.1,1207999,1,30,1,1,a
343,Percentages,1940255,245432,9.2,1207999,2,23,1,1,a
344,Percentages,1940255,246075,19.1,1207999,3,57,1,1,a
345,Percentages,1940255,246120,19.3,1207999,4,151,1,1,c
346,Percentages,1940255,246190,9.3,1207999,5,179,1,1,c
347,Percentages,1940255,246213,9.2,1207999,6,302,1,1,c
348,Percentages,1940255,253331,19.1,1207999,7,113,1,1,d
349,Percentages,2989771,94128,29.1,1208009,1,89,1,1,d
350,Percentages,2989771,94134,39.4,1208009,2,273,1,1,a
351,Percentages,2989771,102083,29.4,1208009,3,376,1,0,b
352,Percentages,2989771,134353,29.3,1208009,4,200,1,0,a
353,Percentages,2989771,134356,29.5,1208009,5,22,1,1,b
354,Percentages,2989771,151541,29.4,1208009,6,240,1,1,a
419,Percentages,2707557,121659,9.4,1208004,2,384,1,0,b
458,Percentages,2707557,159223,19.1,1208004,3,33,1,1,a
459,Percentages,2707557,245561,9.2,1208004,4,84,1,1,d
460,Percentages,2707557,246123,19.3,1208004,5,91,1,1,d
461,Percentages,2707557,246124,19.1,1208004,6,97,1,1,b
462,Percentages,2707557,246718,9.2,1208004,7,106,1,0,c
511,Percentages,3232091,115881,19.1,1207994,1,150,1,1,a
512,Percentages,3052399,111588,19.1,1207998,1,37,1,1,d
513,Percentages,3052399,126251,9.3,1207998,2,154,1,1,a
514,Percentages,3052399,134372,9.2,1207998,3,140,1,1,b
515,Percentages,3052399,244718,9.1,1207998,4,97,1,1,b
516,Percentages,3052399,246069,19.1,1207998,5,121,1,1,c
517,Percentages,3052399,246778,9.3,1207998,6,542,1,1,a
518,Percentages,3052399,248317,9.2,1207998,7,41,1,1,d
519,Percentages,2289884,246707,9.1,1207995,5,171,1,1,d
520,Percentages,2289884,248140,9.4,1207995,6,88,1,1,b
521,Percentages,2289884,249303,9.3,1207995,7,130,1,1,c
534,Percentages,2382062,111562,9.1,1208001,1,43,1,1,a
535,Percentages,2382062,127220,19.3,1208001,2,98,1,1,e
536,Percentages,2382062,134355,9.2,1208001,3,62,1,0,b
537,Percentages,2382062,150939,19.2,1208001,4,67,1,1,c
538,Percentages,2382062,159216,19.0,1208001,5,49,1,1,b
539,Percentages,2382062,159224,19.1,1208001,6,102,1,1,a
540,Percentages,2382062,171291,9.3,1208001,7,106,1,1,d
548,Percentages,2289884,115883,19.1,1207995,1,96,1,1,c
549,Percentages,2289884,159220,19.1,1207995,2,60,1,1,b
550,Percentages,2289884,243596,9.2,1207995,3,381,1,1,b
551,Percentages,2289884,246076,19.3,1207995,4,87,1,0,a
582,Percentages,3314319,94129,19.1,1208004,1,188,1,1,c
583,Percentages,3314319,121659,9.4,1208004,2,251,1,1,e
584,Percentages,3314319,159223,19.1,1208004,3,171,1,1,a
585,Percentages,3314319,245561,9.2,1208004,4,199,1,1,d
586,Percentages,3314319,246123,19.3,1208004,5,243,1,1,d
587,Percentages,3314319,246124,19.1,1208004,6,148,1,1,b
589,Percentages,2652566,94129,19.1,1208004,1,119,1,1,c
590,Percentages,2652566,121659,9.4,1208004,2,59,1,0,d
591,Percentages,2652566,159223,19.1,1208004,3,35,1,1,a
592,Percentages,2652566,245561,9.2,1208004,4,57,1,1,d
593,Percentages,2652566,246123,19.3,1208004,5,144,1,1,d
594,Percentages,2652566,246124,19.1,1208004,6,29,1,1,b
595,Percentages,2652566,246718,9.2,1208004,7,29,1,1,a
625,Percentages,2924774,94124,19.2,1207993,1,24,1,0,b
626,Percentages,2924774,94130,19.1,1207993,2,26,1,1,a
627,Percentages,2924774,121663,9.1,1207993,3,40,1,1,c
628,Percentages,2924774,127316,19.3,1207993,4,46,1,1,b
629,Percentages,2924774,134368,19.2,1207993,5,86,1,1,d
630,Percentages,2924774,159217,19.0,1207993,6,26,1,1,a
639,Percentages,2942830,88305,19.3,1207992,1,180,1,1,c
640,Percentages,2942830,134351,9.1,1207992,2,30,1,1,a
641,Percentages,2942830,150196,19.1,1207992,3,48,1,1,a
642,Percentages,2942830,151536,19.1,1207992,4,60,1,1,c
643,Percentages,2942830,171290,19.4,1207992,5,189,1,0,d
644,Percentages,2942830,246127,19.3,1207992,6,70,1,1,b
645,Percentages,2942830,246162,9.2,1207992,7,26,1,1,d
704,Percentages,3326078,134362,19.1,1207997,1,32,1,1,c
705,Percentages,3326078,159214,19.1,1207997,2,85,1,1,a
706,Percentages,3326078,177826,9.3,1207997,3,14,1,1,c
707,Percentages,3326078,245584,19.3,1207997,4,44,1,1,d
708,Percentages,3326078,246080,19.3,1207997,5,17,1,1,a
709,Percentages,3326078,246196,19.1,1207997,6,27,1,1,b
710,Percentages,3326078,250004,9.3,1207997,7,79,1,1,d
718,Percentages,2857883,115881,19.1,1207994,1,152,1,1,a
719,Percentages,2857883,127327,1.0,1207994,2,62,1,1,b
720,Percentages,2857883,150218,9.1,1207994,3,33,1,1,d
721,Percentages,2857883,224757,9.1,1207994,4,69,1,1,d
722,Percentages,2857883,245146,19.2,1207994,5,36,1,1,b
724,Percentages,2857883,246210,9.1,1207994,7,55,1,1,c
725,Percentages,3300325,94127,19.1,1208003,1,150,1,1,b
726,Percentages,3300325,111587,19.0,1208003,2,41,1,1,d
727,Percentages,3300325,134375,19.2,1208003,3,87,1,1,c
728,Percentages,3300325,153983,19.4,1208003,4,395,1,0,c
729,Percentages,3300325,187875,9.3,1208003,5,82,1,1,b
730,Percentages,3300325,243594,19.1,1208003,6,254,1,1,c
731,Percentages,3300325,245141,9.1,1208003,7,57,1,1,d
752,Percentages,2899591,94131,19.2,1208000,1,123,1,1,c
753,Percentages,2899591,102067,9.3,1208000,2,223,1,1,c
754,Percentages,2899591,121656,9.2,1208000,3,72,1,1,c
755,Percentages,2899591,121661,19.3,1208000,4,165,1,1,e
756,Percentages,2899591,127363,9.3,1208000,5,93,1,1,d
757,Percentages,2899591,134358,9.4,1208000,6,201,1,1,d
758,Percentages,2899591,150938,19.1,1208000,7,262,1,1,c
769,Percentages,3411396,115883,19.1,1207995,1,132,1,1,c
770,Percentages,3411396,159220,19.1,1207995,2,93,1,1,b
771,Percentages,3411396,243596,9.2,1207995,3,46,1,1,b
772,Percentages,3411396,246076,19.3,1207995,4,143,1,0,d
773,Percentages,3411396,246707,9.1,1207995,5,39,1,1,d
774,Percentages,3411396,248140,9.4,1207995,6,199,1,1,b
775,Percentages,3411396,249303,9.3,1207995,7,332,1,1,c
784,Percentages,2942830,134362,19.1,1207997,1,73,1,1,c
785,Percentages,2942830,159214,19.1,1207997,2,148,1,1,a
786,Percentages,2942830,177826,9.3,1207997,3,62,1,1,c
787,Percentages,2942830,245584,19.3,1207997,4,25,1,1,d
788,Percentages,2942830,246080,19.3,1207997,5,25,1,0,c
789,Percentages,2942830,246196,19.1,1207997,6,44,1,1,b
790,Percentages,2942830,250004,9.3,1207997,7,135,1,0,b
813,Percentages,3491231,94125,29.1,1208007,1,107,1,1,c
814,Percentages,3491231,94132,39.1,1208007,2,304,1,0,b
815,Percentages,3491231,102070,39.4,1208007,3,155,1,1,b
816,Percentages,3491231,102096,29.3,1208007,4,47,1,0,e
817,Percentages,3491231,127247,49.5,1208007,5,185,0,0,x
818,Percentages,3491231,134044,39.4,1208007,6,111,1,1,a
819,Percentages,3491231,246160,29.4,1208007,7,253,1,1,a
897,Percentages,2910960,111562,9.1,1208001,1,62,1,1,a
898,Percentages,2910960,127220,19.3,1208001,2,98,1,1,e
899,Percentages,2910960,134355,9.2,1208001,3,62,1,1,a
900,Percentages,2910960,150939,19.2,1208001,4,58,1,1,c
901,Percentages,2910960,159216,19.0,1208001,5,41,1,1,b
902,Percentages,2910960,159224,19.1,1208001,6,116,1,1,a
903,Percentages,2910960,171291,9.3,1208001,7,160,1,1,d
916,Percentages,2910960,121656,9.2,1208000,3,46,1,1,c
917,Percentages,2910960,121661,19.3,1208000,4,67,1,1,e
918,Percentages,2910960,127363,9.3,1208000,5,90,1,1,d
919,Percentages,2910960,134358,9.4,1208000,6,219,1,0,b
920,Percentages,2910960,150938,19.1,1208000,7,63,1,1,c
932,Percentages,2690746,94126,29.2,1208010,1,159,1,1,c
933,Percentages,2690746,127305,49.5,1208010,2,199,1,1,a
934,Percentages,2690746,127349,49.5,1208010,3,44,0,0,x
936,Percentages,2690746,159218,39.3,1208010,5,27,1,1,c
937,Percentages,2690746,159226,29.1,1208010,6,29,1,0,b
938,Percentages,2690746,163586,29.4,1208010,7,49,1,1,a
949,Percentages,2924774,134362,19.1,1207997,1,29,1,1,c
950,Percentages,2924774,159214,19.1,1207997,2,64,1,1,a
951,Percentages,2924774,177826,9.3,1207997,3,23,1,1,c
952,Percentages,2924774,245584,19.3,1207997,4,56,1,0,a
953,Percentages,2924774,246080,19.3,1207997,5,19,1,1,a
954,Percentages,2924774,246196,19.1,1207997,6,28,1,1,b
955,Percentages,2924774,250004,9.3,1207997,7,20,1,1,d
1026,Percentages,2924774,94127,19.1,1208003,1,67,1,1,b
1027,Percentages,2924774,111587,19.0,1208003,2,24,1,1,d
1028,Percentages,2924774,134375,19.2,1208003,3,81,1,1,c
1052,Percentages,3388383,171291,9.3,1208001,7,106,1,1,d
1060,Percentages,3426274,134349,9.3,1207989,1,312,1,1,c
1061,Percentages,3426274,134366,9.3,1207989,2,163,1,1,c
1062,Percentages,3426274,226897,19.2,1207989,3,217,1,0,a
1063,Percentages,3426274,246071,9.1,1207989,4,161,1,1,a
1064,Percentages,3426274,246128,19.2,1207989,5,90,1,1,c
1065,Percentages,3426274,246166,19.1,1207989,6,41,0,0,x
1066,Percentages,3426274,246788,19.1,1207989,7,62,1,1,c
1093,Percentages,3118156,245432,9.2,1207999,2,100,1,1,a
1094,Percentages,3118156,246075,19.1,1207999,3,159,1,1,a
1095,Percentages,3118156,246120,19.3,1207999,4,108,1,1,c
1096,Percentages,3118156,246190,9.3,1207999,5,65,1,0,d
1097,Percentages,3118156,246213,9.2,1207999,6,207,1,1,c
1098,Percentages,3118156,253331,19.1,1207999,7,220,1,1,d
1102,Percentages,3118156,134376,9.1,1207999,1,55,1,1,a
1130,Percentages,2910960,134349,9.3,1207989,1,79,1,1,c
1131,Percentages,2910960,134366,9.3,1207989,2,60,1,1,c
1132,Percentages,2910960,226897,19.2,1207989,3,86,1,1,d
1133,Percentages,2910960,246071,9.1,1207989,4,41,1,1,a
1134,Percentages,2910960,246128,19.2,1207989,5,78,1,1,c
1135,Percentages,2910960,246166,19.1,1207989,6,75,1,1,d
1136,Percentages,2910960,246788,19.1,1207989,7,68,1,1,c
1137,Percentages,3491231,88305,19.3,1207992,1,64,1,1,c
1138,Percentages,3491231,134351,9.1,1207992,2,24,1,1,a
1139,Percentages,3491231,150196,19.1,1207992,3,59,1,1,a
1140,Percentages,3491231,151536,19.1,1207992,4,32,1,1,c
1141,Percentages,3491231,171290,19.4,1207992,5,519,0,0,x
1142,Percentages,3491231,246127,19.3,1207992,6,332,1,0,a
1143,Percentages,3491231,246162,9.2,1207992,7,37,1,1,d
1157,Percentages,3303732,134362,19.1,1207997,1,61,1,1,c
1158,Percentages,3303732,159214,19.1,1207997,2,72,1,1,a
1159,Percentages,3303732,177826,9.3,1207997,3,104,1,1,c
1160,Percentages,3303732,245584,19.3,1207997,4,83,1,1,d
1199,Percentages,3303732,246196,19.1,1207997,6,98,1,1,b
1200,Percentages,3303732,250004,9.3,1207997,7,191,1,1,d
1201,Percentages,3303732,246080,19.3,1207997,5,89,1,1,a
1302,Percentages,3340930,150197,19.1,1207990,1,97,1,1,c
1303,Percentages,3340930,150220,9.1,1207990,2,106,1,1,c
1304,Percentages,3340930,150917,9.1,1207990,3,100,1,1,b
1305,Percentages,3340930,159215,19.1,1207990,4,223,1,1,d
1306,Percentages,3340930,187876,19.1,1207990,5,320,1,1,a
1307,Percentages,3340930,246114,19.3,1207990,6,137,1,1,c
1308,Percentages,3340930,263000,19.3,1207990,7,53,1,1,c
1353,Percentages,1346568,150197,19.1,1207990,1,72,1,1,c
1354,Percentages,1346568,150220,9.1,1207990,2,100,1,1,c
1355,Percentages,1346568,150917,9.1,1207990,3,22,1,1,b
1356,Percentages,1346568,159215,19.1,1207990,4,102,1,1,d
1357,Percentages,1346568,187876,19.1,1207990,5,67,1,1,a
1358,Percentages,1346568,246114,19.3,1207990,6,130,1,1,c
1359,Percentages,1346568,263000,19.3,1207990,7,64,1,1,c
1381,Percentages,2587424,94125,29.1,1208007,1,114,1,1,c
1382,Percentages,2587424,94132,39.1,1208007,2,148,1,1,a
1383,Percentages,2587424,102070,39.4,1208007,3,123,1,1,b
1384,Percentages,2587424,102096,29.3,1208007,4,54,1,0,e
1385,Percentages,2587424,127247,49.5,1208007,5,501,1,1,a
1386,Percentages,2587424,134044,39.4,1208007,6,120,1,1,a
1387,Percentages,2587424,246160,29.4,1208007,7,107,1,1,a
1423,Percentages,2850820,134376,9.1,1207999,1,42,1,1,a
1424,Percentages,2850820,245432,9.2,1207999,2,11,1,1,a
1425,Percentages,2850820,246075,19.1,1207999,3,14,1,1,a
1426,Percentages,2850820,246120,19.3,1207999,4,221,0,0,x
1427,Percentages,2850820,246190,9.3,1207999,5,57,1,1,c
1428,Percentages,2850820,246213,9.2,1207999,6,100,1,1,c
1429,Percentages,2850820,253331,19.1,1207999,7,225,1,1,d
1465,Percentages,3389171,111562,9.1,1208001,1,88,1,0,c
1466,Percentages,3389171,127220,19.3,1208001,2,47,1,1,e
1468,Percentages,3389171,150939,19.2,1208001,4,15,1,1,c
1469,Percentages,3389171,159216,19.0,1208001,5,33,1,1,b
1470,Percentages,3389171,159224,19.1,1208001,6,112,1,1,a
1471,Percentages,3389171,171291,9.3,1208001,7,179,1,1,d
1486,Percentages,2485777,134357,19.2,1207991,1,54,1,1,d
1487,Percentages,2485777,134360,19.2,1207991,2,16,1,1,a
1488,Percentages,2485777,134361,19.1,1207991,3,60,1,1,c
1489,Percentages,2485777,150940,19.2,1207991,4,79,1,1,d
1490,Percentages,2485777,159225,19.1,1207991,5,39,1,1,c
1491,Percentages,2485777,187873,9.3,1207991,6,69,1,1,a
1492,Percentages,2485777,246074,19.2,1207991,7,124,1,1,c
1493,Percentages,3374205,102083,29.4,1208009,3,167,1,1,c
1495,Percentages,3374205,151541,29.4,1208009,6,194,0,0,x
1543,Percentages,3388383,111562,9.1,1208001,1,34,1,1,a
1544,Percentages,3388383,127220,19.3,1208001,2,52,1,1,e
1546,Percentages,3388383,150939,19.2,1208001,4,26,1,1,c
1547,Percentages,3388383,159216,19.0,1208001,5,19,1,1,b
1548,Percentages,3388383,159224,19.1,1208001,6,67,1,0,b
1549,Percentages,3321429,88305,19.3,1207992,1,96,1,0,a
1550,Percentages,3321429,134351,9.1,1207992,2,97,1,1,a
1551,Percentages,3321429,150196,19.1,1207992,3,61,1,1,a
1552,Percentages,3321429,151536,19.1,1207992,4,51,1,1,c
1553,Percentages,3321429,171290,19.4,1207992,5,435,1,1,b
1554,Percentages,3321429,246127,19.3,1207992,6,198,1,1,b
1555,Percentages,3321429,246162,9.2,1207992,7,224,1,1,d
1556,Percentages,2917486,115883,19.1,1207995,1,61,1,1,c
1557,Percentages,2917486,159220,19.1,1207995,2,25,1,1,b
1558,Percentages,2917486,243596,9.2,1207995,3,88,1,1,b
1559,Percentages,2917486,246076,19.3,1207995,4,44,1,0,d
1560,Percentages,2917486,246707,9.1,1207995,5,84,1,1,d
1561,Percentages,2917486,248140,9.4,1207995,6,44,1,1,b
1562,Percentages,2917486,249303,9.3,1207995,7,174,1,0,d
1584,Percentages,3464518,127719,71.6,1208012,4,214,1,1,a
1585,Percentages,3464518,134371,71.5,1208012,5,14,1,1,c
1588,Percentages,3318806,94125,29.1,1208007,1,93,1,1,c
1589,Percentages,3318806,94132,39.1,1208007,2,38,1,1,a
1590,Percentages,3318806,102070,39.4,1208007,3,77,1,1,b
1591,Percentages,3318806,102096,29.3,1208007,4,37,1,0,e
1592,Percentages,3318806,127247,49.5,1208007,5,343,1,1,a
1593,Percentages,3318806,134044,39.4,1208007,6,86,1,1,a
1594,Percentages,3318806,246160,29.4,1208007,7,352,1,0,d
1595,Percentages,3464518,94125,29.1,1208007,1,76,1,1,c
1596,Percentages,3464518,94132,39.1,1208007,2,81,1,1,a
1597,Percentages,3464518,102070,39.4,1208007,3,279,1,1,b
1598,Percentages,3464518,102096,29.3,1208007,4,64,1,1,b
1599,Percentages,3464518,127247,49.5,1208007,5,208,1,1,a
1600,Percentages,3464518,134044,39.4,1208007,6,170,1,1,a
1601,Percentages,3464518,246160,29.4,1208007,7,88,1,1,a
1621,Percentages,3355696,94131,19.2,1208000,1,63,1,1,c
1622,Percentages,3355696,102067,9.3,1208000,2,262,1,1,c
1623,Percentages,3355696,121656,9.2,1208000,3,60,1,0,e
1624,Percentages,3355696,121661,19.3,1208000,4,66,1,1,e
1625,Percentages,3355696,127363,9.3,1208000,5,59,1,1,d
1626,Percentages,3355696,134358,9.4,1208000,6,242,1,1,d
1627,Percentages,3355696,150938,19.1,1208000,7,81,1,1,c
1679,Percentages,3286591,246189,19.1,1207996,7,40,1,1,d
1697,Percentages,2408229,134349,9.3,1207989,1,85,1,1,c
1698,Percentages,2408229,134366,9.3,1207989,2,85,1,1,c
1699,Percentages,2408229,226897,19.2,1207989,3,54,1,0,c
1700,Percentages,2408229,246071,9.1,1207989,4,166,1,1,a
1701,Percentages,2408229,246128,19.2,1207989,5,430,1,1,c
1702,Percentages,2408229,246166,19.1,1207989,6,108,1,1,d
1703,Percentages,2408229,246788,19.1,1207989,7,92,1,1,c
1740,Percentages,3324737,111562,9.1,1208001,1,102,1,1,a
1741,Percentages,3324737,127220,19.3,1208001,2,176,1,1,e
1742,Percentages,3324737,134355,9.2,1208001,3,56,1,1,a
1743,Percentages,3324737,150939,19.2,1208001,4,91,1,1,c
1744,Percentages,3324737,159216,19.0,1208001,5,58,1,1,b
1745,Percentages,3324737,159224,19.1,1208001,6,94,1,1,a
1746,Percentages,3324737,171291,9.3,1208001,7,265,1,1,d
1756,Percentages,3160860,88304,1.0,1208011,1,82,1,1,d
1757,Percentages,3160860,121657,29.3,1208011,2,192,1,0,b
1758,Percentages,3160860,134352,39.2,1208011,3,105,1,1,b
1759,Percentages,3160860,134365,39.5,1208011,4,150,1,0,a
1760,Percentages,3160860,245500,29.4,1208011,5,58,1,1,a
1762,Percentages,3160860,246121,39.5,1208011,7,106,1,0,a
1768,Percentages,2685837,111562,9.1,1208001,1,138,1,1,a
1769,Percentages,2685837,127220,19.3,1208001,2,36,1,1,e
1770,Percentages,2685837,134355,9.2,1208001,3,29,1,1,a
1771,Percentages,2685837,150939,19.2,1208001,4,21,1,1,c
1772,Percentages,2685837,159216,19.0,1208001,5,42,1,1,b
1773,Percentages,3464518,94126,29.2,1208010,1,54,1,1,c
1774,Percentages,3464518,127305,49.5,1208010,2,147,1,1,a
1775,Percentages,3464518,127349,49.5,1208010,3,386,1,1,e
1776,Percentages,3464518,134367,29.4,1208010,4,117,1,1,a
1777,Percentages,3464518,159218,39.3,1208010,5,49,1,1,c
1778,Percentages,3464518,159226,29.1,1208010,6,91,1,1,d
1779,Percentages,3464518,163586,29.4,1208010,7,207,1,0,b
1780,Percentages,3286591,134349,9.3,1207989,1,68,1,1,c
1781,Percentages,3286591,134366,9.3,1207989,2,42,1,1,c
1782,Percentages,3286591,226897,19.2,1207989,3,77,1,1,d
1783,Percentages,3286591,246071,9.1,1207989,4,13,1,1,a
1784,Percentages,3286591,246128,19.2,1207989,5,111,1,1,c
1785,Percentages,3286591,246166,19.1,1207989,6,31,1,1,d
1786,Percentages,3286591,246788,19.1,1207989,7,58,1,1,c
1787,Percentages,3271872,246127,19.3,1207992,6,70,1,1,b
1788,Percentages,3271872,246162,9.2,1207992,7,49,1,1,d
1789,Percentages,2685837,94137,19.1,1208002,1,229,1,1,b
1790,Percentages,2685837,111561,9.1,1208002,2,142,0,0,x
1791,Percentages,2685837,121655,19.3,1208002,3,151,1,1,d
1792,Percentages,2685837,151553,19.3,1208002,4,309,0,0,x
1793,Percentages,2685837,246161,19.1,1208002,5,214,1,1,c
1794,Percentages,2685837,249304,9.3,1208002,6,90,0,0,x
1795,Percentages,2685837,250746,9.2,1208002,7,65,0,0,x
1796,Percentages,3271872,88305,19.3,1207992,1,111,1,1,c
1797,Percentages,3271872,134351,9.1,1207992,2,27,1,1,a
1798,Percentages,3271872,150196,19.1,1207992,3,265,1,1,a
1799,Percentages,3271872,151536,19.1,1207992,4,153,1,1,c
1800,Percentages,3271872,171290,19.4,1207992,5,155,1,1,b
1817,Percentages,3389171,102067,9.3,1208000,2,336,1,1,c
1818,Percentages,3389171,121656,9.2,1208000,3,32,1,1,c
1819,Percentages,3389171,121661,19.3,1208000,4,147,1,1,e
1820,Percentages,3389171,127363,9.3,1208000,5,31,1,1,d
1821,Percentages,3389171,134358,9.4,1208000,6,87,1,1,d
1822,Percentages,3389171,150938,19.1,1208000,7,160,1,1,c
1844,Percentages,2924774,88304,1.0,1208011,1,55,1,1,d
1845,Percentages,2924774,121657,29.3,1208011,2,128,1,1,e
1846,Percentages,2924774,134352,39.2,1208011,3,25,1,0,c
1847,Percentages,2924774,134365,39.5,1208011,4,87,1,1,b
1848,Percentages,2924774,245500,29.4,1208011,5,151,1,1,a
1850,Percentages,2924774,246121,39.5,1208011,7,51,1,1,c
1865,Percentages,3389171,94131,19.2,1208000,1,90,1,1,c
